cdr_id,case_id,caller_phone,receiver_phone,timestamp,duration_seconds,location,cell_tower
CDR-17D417A1,CASE-0411,+917915834898,+919803644045,2023-01-30T00:22:00,3074,Jubilee Hills,TOWER-967
CDR-5E16076F,CASE-0257,+911885956157,+919721532287,2023-09-01T15:55:00,1739,Connaught Place,TOWER-583
CDR-7616F696,CASE-0405,+917937569371,+916717535456,2023-08-11T13:14:00,2185,Viman Nagar,TOWER-688
CDR-9EFB83F8,CASE-0215,+912775063067,+910539363533,2023-04-06T03:04:00,2647,New Town,TOWER-303
CDR-D80EDFAE,CASE-0122,+912848587043,+912848587043,2023-01-11T07:46:00,3346,Vasant Kunj,TOWER-517
CDR-89ADE6F6,CASE-0435,+916209181900,+917490404749,2023-03-01T02:00:00,3522,Andheri West,TOWER-789
CDR-FDEC498F,CASE-0494,+910257857736,+914405021980,2023-01-04T00:14:00,1242,Viman Nagar,TOWER-523
CDR-32D41359,CASE-0300,+910513687770,+915489740428,2023-06-03T04:10:00,2674,T Nagar,TOWER-310
CDR-18BACF3E,CASE-0068,+914239058338,+915920116378,2023-03-28T15:58:00,1462,T Nagar,TOWER-459
CDR-63974C31,CASE-0071,+911614562294,+912066268125,2023-05-09T13:36:00,2461,Hinjewadi,TOWER-728
CDR-2C4B8066,CASE-0244,+913828987535,+918481014038,2023-06-20T21:35:00,3065,Noida Sector 18,TOWER-204
CDR-629F2DF3,CASE-0473,+911548559826,+916083329621,2023-05-20T10:31:00,971,Gurgaon Sector 29,TOWER-633
CDR-99A1596D,CASE-0301,+914689928547,+912647120956,2023-01-05T03:54:00,874,T Nagar,TOWER-668
CDR-87CCC68F,CASE-0282,+916751812424,+913975433895,2023-09-24T19:36:00,3150,Noida Sector 18,TOWER-755
CDR-284B8124,CASE-0461,+917007752067,+918908198433,2023-10-24T17:12:00,1861,Koramangala,TOWER-466
CDR-B3539F53,CASE-0166,+917565855504,+913975433895,2023-07-21T09:11:00,2881,Salt Lake City,TOWER-739
CDR-FD7F6E8E,CASE-0139,+912998632328,+911598544256,2023-05-23T02:47:00,2340,Andheri West,TOWER-630
CDR-4A87A4FF,CASE-0357,+914078836069,+918834471003,2023-09-26T11:28:00,2417,Noida Sector 18,TOWER-387
CDR-8C46FF54,CASE-0359,+912062619351,+912034169619,2023-07-19T18:58:00,1575,Secunderabad Railway Station,TOWER-974
CDR-C3D6CDA9,CASE-0095,+910941806061,+918277759991,2023-07-09T01:13:00,2801,Connaught Place,TOWER-932
CDR-F2EFE762,CASE-0342,+919668738453,+916929607147,2023-04-04T07:28:00,1006,Noida Sector 18,TOWER-989
CDR-2FE8E7E1,CASE-0154,+914359315208,+919114456906,2023-02-07T12:47:00,1121,Gurgaon Sector 29,TOWER-764
CDR-1229515B,CASE-0379,+918263049035,+918474409015,2023-08-30T22:08:00,824,Salt Lake City,TOWER-869
CDR-9E3C8C2A,CASE-0298,+917070883274,+910250808152,2023-09-24T02:39:00,3318,Koramangala,TOWER-408
CDR-2A7D6A96,CASE-0238,+917559680968,+918973250252,2023-06-29T23:01:00,3151,Hinjewadi,TOWER-598
CDR-ED9D898E,CASE-0322,+913723924387,+910958859146,2023-04-08T09:56:00,2725,Gachibowli,TOWER-853
CDR-939BE38D,CASE-0174,+910539363533,+913975433895,2023-02-01T15:45:00,2910,Hinjewadi,TOWER-874
CDR-6D1230EC,CASE-0220,+915920116378,+911885956157,2023-01-17T20:23:00,3231,Salt Lake City,TOWER-264
CDR-4DF53D79,CASE-0016,+911885956157,+911782032348,2023-08-08T09:46:00,546,Hinjewadi,TOWER-780
CDR-E1890E75,CASE-0189,+914271636761,+910753540823,2023-09-20T10:49:00,2936,Viman Nagar,TOWER-599
CDR-3CB55708,CASE-0073,+910753540823,+914736853940,2023-05-05T09:17:00,3244,Indiranagar,TOWER-386
CDR-482E44AE,CASE-0011,+911168345357,+913936203932,2023-02-16T15:03:00,1719,New Town,TOWER-172
CDR-BEFF6147,CASE-0351,+915867724943,+916963254558,2023-08-10T02:38:00,2160,Indiranagar,TOWER-238
CDR-AD65F553,CASE-0300,+912905983086,+912491427221,2023-03-05T01:48:00,3352,Andheri West,TOWER-623
CDR-C670925E,CASE-0242,+915354377108,+914460443907,2023-02-28T06:09:00,2387,Vasant Kunj,TOWER-491
CDR-6B8D7D76,CASE-0464,+919744029431,+912421926142,2023-01-28T19:18:00,3514,Connaught Place,TOWER-846
CDR-20985DB2,CASE-0265,+916516001036,+916813689506,2023-08-31T20:17:00,99,T Nagar,TOWER-439
CDR-8B82E5CC,CASE-0197,+913210762931,+915527465681,2023-09-12T02:07:00,1776,Bandra Kurla Complex,TOWER-259
CDR-EBD7A79A,CASE-0461,+917007752067,+915867724943,2023-03-01T20:25:00,3510,Gurgaon Sector 29,TOWER-799
CDR-A5A8D5EB,CASE-0439,+914359315208,+912977620094,2023-04-05T19:19:00,3035,Noida Sector 18,TOWER-961
CDR-4C1792D8,CASE-0480,+911961449965,+912062619351,2023-02-10T17:38:00,3447,T Nagar,TOWER-250
CDR-C6725F42,CASE-0423,+913440772828,+917290393874,2023-05-26T15:38:00,2687,Noida Sector 18,TOWER-898
CDR-FE69DE46,CASE-0464,+919744029431,+917375147526,2023-07-16T04:19:00,203,Gurgaon Sector 29,TOWER-608
CDR-06430598,CASE-0106,+915241522476,+910831784230,2023-08-26T17:05:00,492,Hinjewadi,TOWER-258
CDR-C1BD9602,CASE-0337,+916953741440,+914378326573,2023-05-04T20:15:00,2051,T Nagar,TOWER-364
CDR-D239523E,CASE-0431,+915973347773,+913121201754,2023-01-18T18:45:00,155,Gurgaon Sector 29,TOWER-472
CDR-ABC9CA8A,CASE-0074,+915024878084,+910753540823,2023-04-25T13:00:00,2527,Viman Nagar,TOWER-709
CDR-8F33F2CD,CASE-0077,+918624564306,+916595409624,2023-04-16T00:38:00,3031,Viman Nagar,TOWER-974
CDR-5D2F5A29,CASE-0122,+912848587043,+913272515743,2023-03-25T16:08:00,1303,Connaught Place,TOWER-746
CDR-55AFA3FD,CASE-0488,+913479765413,+919929011353,2023-09-27T04:30:00,1329,Anna Nagar,TOWER-833
CDR-DC2F85AE,CASE-0283,+914030400199,+910333776857,2023-09-07T17:25:00,1494,Connaught Place,TOWER-995
CDR-BD270B56,CASE-0249,+911885956157,+918175666898,2023-06-03T09:59:00,938,Connaught Place,TOWER-565
CDR-C2A799C4,CASE-0022,+914864867942,+916202848665,2023-09-21T13:00:00,2967,New Town,TOWER-397
CDR-84781053,CASE-0147,+914271636761,+912848587043,2023-09-06T04:04:00,3566,Salt Lake City,TOWER-731
CDR-E6D39EB5,CASE-0457,+917081760242,+910351193387,2023-06-14T15:03:00,2754,Andheri West,TOWER-297
CDR-86596B3E,CASE-0253,+910213409540,+919525836880,2023-03-12T12:44:00,242,T Nagar,TOWER-886
CDR-5EA31E71,CASE-0284,+910932627488,+917290393874,2023-01-07T14:12:00,1165,Karol Bagh,TOWER-578
CDR-5450FE0E,CASE-0022,+914864867942,+912570328408,2023-10-04T02:06:00,3250,Hinjewadi,TOWER-179
CDR-48E707C6,CASE-0211,+912397616282,+919239664624,2023-05-25T20:50:00,227,Koramangala,TOWER-839
CDR-3DC3C242,CASE-0145,+916378723766,+911754726213,2023-07-12T14:57:00,2107,Anna Nagar,TOWER-120
CDR-3A4A8C61,CASE-0066,+912848587043,+914271636761,2023-06-08T23:55:00,1480,T Nagar,TOWER-278
CDR-A5AF84B7,CASE-0233,+916307331452,+913311177344,2023-05-08T05:23:00,2032,Indiranagar,TOWER-846
CDR-8655F3DF,CASE-0434,+914239058338,+915920116378,2023-07-01T21:59:00,1538,Secunderabad Railway Station,TOWER-129
CDR-7764EBDD,CASE-0390,+912445282724,+918832079695,2023-08-22T10:12:00,2664,Viman Nagar,TOWER-406
CDR-D151C422,CASE-0177,+911043729127,+910453992480,2023-07-14T16:15:00,1555,Andheri West,TOWER-715
CDR-75F2B733,CASE-0026,+918843545700,+918647981919,2023-01-29T08:57:00,3058,Jubilee Hills,TOWER-340
CDR-E41CEBA4,CASE-0415,+910436342708,+911149055697,2023-07-08T03:12:00,2735,Vasant Kunj,TOWER-196
CDR-C0C6AB62,CASE-0436,+914271636761,+914271636761,2023-04-23T03:45:00,2511,Koramangala,TOWER-571
CDR-AC026006,CASE-0099,+918843545700,+911749386079,2023-07-05T09:01:00,1367,Anna Nagar,TOWER-836
CDR-458C41C1,CASE-0199,+910854897643,+914602598348,2023-07-29T02:01:00,1430,Gurgaon Sector 29,TOWER-292
CDR-A1589F88,CASE-0404,+915850796909,+915068293932,2023-06-21T17:23:00,1636,Koramangala,TOWER-269
CDR-7A2E4112,CASE-0100,+916010922190,+918529565455,2023-08-17T07:10:00,2077,Salt Lake City,TOWER-805
CDR-30818ADC,CASE-0120,+919468912214,+918048956985,2023-08-04T05:14:00,750,Hinjewadi,TOWER-774
CDR-A411FAAF,CASE-0306,+914271636761,+918868099391,2023-10-06T04:38:00,3057,Noida Sector 18,TOWER-706
CDR-DE659544,CASE-0403,+916938825736,+913573287748,2023-01-21T21:33:00,2772,Noida Sector 18,TOWER-387
CDR-D0A1F567,CASE-0392,+916591365609,+914275623681,2023-05-11T22:31:00,2942,Indiranagar,TOWER-186
CDR-E0F9E26F,CASE-0236,+913067876211,+918087910179,2023-03-09T19:37:00,2214,Viman Nagar,TOWER-113
CDR-DAA459E5,CASE-0205,+913299891584,+910539363533,2023-06-06T16:05:00,341,Bandra Kurla Complex,TOWER-556
CDR-D1BC823C,CASE-0273,+910809886178,+913735362180,2023-02-23T04:10:00,2989,Connaught Place,TOWER-399
CDR-53D72D97,CASE-0201,+913396283970,+911026841316,2023-08-31T09:18:00,2938,Bandra Kurla Complex,TOWER-108
CDR-666B5B74,CASE-0129,+912062619351,+917358895214,2023-10-01T19:08:00,3578,Bandra Kurla Complex,TOWER-799
CDR-8408BDA0,CASE-0113,+914271636761,+916209181900,2023-10-09T03:25:00,808,Salt Lake City,TOWER-158
CDR-4FE04FD1,CASE-0168,+913335064912,+913716666174,2023-01-26T04:02:00,43,T Nagar,TOWER-341
CDR-2DD21EEA,CASE-0038,+913961941329,+917401884528,2023-04-28T20:02:00,1327,Karol Bagh,TOWER-870
CDR-6DB0A169,CASE-0065,+917290912905,+911258903064,2023-07-04T03:18:00,3480,Karol Bagh,TOWER-244
CDR-2BE62F0F,CASE-0082,+914449595368,+917153135770,2023-01-23T06:21:00,3386,New Town,TOWER-384
CDR-D85F3BAF,CASE-0349,+916021101710,+919807907391,2023-06-04T09:43:00,1203,Indiranagar,TOWER-442
CDR-6ECB7865,CASE-0388,+912875280113,+916522924130,2023-04-08T10:39:00,2789,Andheri West,TOWER-291
CDR-5DF4721C,CASE-0496,+914359315208,+918862457469,2023-10-21T10:45:00,1820,Karol Bagh,TOWER-185
CDR-9C8ABD85,CASE-0448,+918616736041,+916071841331,2023-05-26T21:42:00,3424,Gurgaon Sector 29,TOWER-991
CDR-25FAC8D9,CASE-0127,+915140721957,+918867438530,2023-06-15T15:45:00,836,Andheri West,TOWER-325
CDR-9685C0C7,CASE-0397,+913238975924,+914485119630,2023-09-08T01:09:00,845,Gachibowli,TOWER-977
CDR-A7F4152D,CASE-0221,+912135016998,+919890584796,2023-06-06T13:42:00,3074,Gurgaon Sector 29,TOWER-120
CDR-C4B29F94,CASE-0022,+911967835346,+914890672823,2023-01-07T20:12:00,383,Connaught Place,TOWER-497
CDR-B7BEAB32,CASE-0109,+915724740524,+919697018120,2023-07-14T13:48:00,2989,Secunderabad Railway Station,TOWER-353
CDR-9FE1142E,CASE-0486,+912735417381,+914010682168,2023-05-13T03:13:00,3107,Hinjewadi,TOWER-836
CDR-4573C19B,CASE-0250,+910484693914,+911769406548,2023-01-14T13:29:00,1421,Indiranagar,TOWER-903
CDR-CBC72836,CASE-0306,+914271636761,+916230828042,2023-04-01T09:46:00,2552,Noida Sector 18,TOWER-334
CDR-D490BFE8,CASE-0279,+910932627488,+914977030759,2023-03-05T17:43:00,610,Viman Nagar,TOWER-716
CDR-FD4B4ACD,CASE-0108,+914271636761,+912483576390,2023-07-03T18:07:00,2472,T Nagar,TOWER-318
CDR-2311A45A,CASE-0064,+914973829374,+918554882869,2023-06-01T20:40:00,394,New Town,TOWER-151
CDR-CC90E9B5,CASE-0260,+911444441476,+919188980314,2023-10-17T06:03:00,196,Connaught Place,TOWER-103
CDR-FA397459,CASE-0114,+914271636761,+915024878084,2023-01-28T16:46:00,935,Secunderabad Railway Station,TOWER-536
CDR-DEBD0B08,CASE-0024,+913057237398,+919167037707,2023-10-13T12:35:00,1227,Hinjewadi,TOWER-269
CDR-CC8C9A47,CASE-0035,+912062619351,+915527465681,2023-04-18T19:01:00,2904,T Nagar,TOWER-300
CDR-061640FF,CASE-0290,+911782032348,+917801369795,2023-01-22T10:02:00,1573,New Town,TOWER-631
CDR-AF204838,CASE-0315,+912096658846,+914096155978,2023-08-16T20:21:00,1281,Viman Nagar,TOWER-944
CDR-E407D804,CASE-0463,+915024878084,+917773200326,2023-07-10T07:17:00,3020,Anna Nagar,TOWER-639
CDR-D02A90D3,CASE-0366,+917378067955,+918225627693,2023-08-05T02:23:00,2042,Koramangala,TOWER-129
CDR-A3988519,CASE-0449,+911060940678,+916030861562,2023-10-26T12:41:00,3592,Hinjewadi,TOWER-816
CDR-4EB34F4B,CASE-0427,+911749668311,+915691894396,2023-07-20T01:47:00,218,Connaught Place,TOWER-187
CDR-FC848795,CASE-0229,+911570650322,+918718600168,2023-06-19T07:24:00,470,Secunderabad Railway Station,TOWER-428
CDR-44422986,CASE-0432,+919458484561,+912062619351,2023-01-16T18:43:00,2979,Vasant Kunj,TOWER-871
CDR-17A6D998,CASE-0358,+914045702755,+914833655550,2023-01-02T12:20:00,1146,Salt Lake City,TOWER-588
CDR-F3BC85D2,CASE-0316,+910235727388,+918212589621,2023-05-03T20:38:00,626,Indiranagar,TOWER-867
CDR-90091B9C,CASE-0231,+916780341720,+915246282701,2023-06-28T19:58:00,2752,Koramangala,TOWER-509
CDR-AE47807D,CASE-0188,+916459405371,+914559859255,2023-04-20T17:47:00,3328,Andheri West,TOWER-715
CDR-7D8BD97F,CASE-0267,+917290393874,+912813223134,2023-06-08T23:56:00,3111,Vasant Kunj,TOWER-347
CDR-AAFBC5E1,CASE-0358,+919872870214,+916733856537,2023-09-29T02:42:00,2772,Jubilee Hills,TOWER-331
CDR-7346225A,CASE-0366,+911109103307,+916208754316,2023-07-06T07:42:00,1373,Gurgaon Sector 29,TOWER-742
CDR-477914E2,CASE-0392,+915939840156,+913211319340,2023-07-12T15:22:00,659,T Nagar,TOWER-637
CDR-2C59F59C,CASE-0378,+916503137494,+916779113952,2023-05-13T09:51:00,1766,Gachibowli,TOWER-665
CDR-52CD99F7,CASE-0331,+910753540823,+911781469304,2023-09-13T12:53:00,664,Noida Sector 18,TOWER-596
CDR-5A92BCF0,CASE-0013,+911143514686,+911327679109,2023-01-20T11:33:00,443,Gurgaon Sector 29,TOWER-321
CDR-CD55067D,CASE-0126,+915505798296,+913794085773,2023-03-14T17:37:00,3498,Viman Nagar,TOWER-760
CDR-31140DD4,CASE-0468,+913975433895,+914271636761,2023-09-27T14:06:00,3473,Jubilee Hills,TOWER-802
CDR-92E57394,CASE-0148,+911635041044,+917633672503,2023-10-28T23:22:00,2943,Anna Nagar,TOWER-172
CDR-3C147BB1,CASE-0376,+910319671851,+912533893338,2023-07-19T00:39:00,3302,T Nagar,TOWER-821
CDR-E2B3B95D,CASE-0056,+914271636761,+914271636761,2023-03-30T13:31:00,2356,Karol Bagh,TOWER-958
CDR-749F9029,CASE-0240,+916454824897,+911594999018,2023-09-27T09:27:00,1737,Indiranagar,TOWER-739
CDR-EB81C2A5,CASE-0019,+915596574804,+913800533935,2023-05-15T15:52:00,2242,Anna Nagar,TOWER-772
CDR-E6D5729B,CASE-0109,+911933950354,+916456402377,2023-03-03T16:46:00,2019,T Nagar,TOWER-700
CDR-7D0D3429,CASE-0348,+919701086365,+913618978029,2023-02-19T10:21:00,1197,Anna Nagar,TOWER-676
CDR-DA7010FB,CASE-0029,+910753540823,+915024878084,2023-02-13T07:19:00,1604,Jubilee Hills,TOWER-931
CDR-98B3C20C,CASE-0132,+918843545700,+913975433895,2023-10-12T08:24:00,181,Salt Lake City,TOWER-265
CDR-0CEAA059,CASE-0397,+919826492228,+917505110489,2023-06-25T22:55:00,810,Vasant Kunj,TOWER-429
CDR-87A7A911,CASE-0076,+911782032348,+919042128723,2023-03-02T05:53:00,1221,Koramangala,TOWER-731
CDR-29194BC5,CASE-0136,+914000347048,+913195004057,2023-06-22T02:32:00,3348,Koramangala,TOWER-185
CDR-987439B1,CASE-0331,+914378066013,+915749750512,2023-01-18T21:23:00,2212,Bandra Kurla Complex,TOWER-157
CDR-2271132B,CASE-0343,+910942654387,+915856135252,2023-01-23T06:58:00,1777,New Town,TOWER-782
CDR-94D12151,CASE-0165,+917290393874,+915148982381,2023-03-17T21:16:00,1914,Jubilee Hills,TOWER-159
CDR-D350DF7C,CASE-0260,+911444441476,+917101430071,2023-08-07T00:18:00,2178,Viman Nagar,TOWER-586
CDR-01AFC5FE,CASE-0334,+911782032348,+911782032348,2023-01-17T04:26:00,820,Koramangala,TOWER-296
CDR-D86C0125,CASE-0144,+915024878084,+913547280012,2023-05-18T23:09:00,1301,Andheri West,TOWER-945
CDR-B11B1C70,CASE-0411,+917915834898,+914911963054,2023-10-21T11:49:00,285,Hinjewadi,TOWER-933
CDR-6772F1AA,CASE-0436,+912848587043,+915527465681,2023-05-17T14:52:00,523,Viman Nagar,TOWER-761
CDR-44D20C3B,CASE-0129,+913750345737,+914802172277,2023-06-13T15:17:00,3443,Noida Sector 18,TOWER-538
CDR-D8D824C2,CASE-0354,+917104875947,+916019012050,2023-07-16T07:37:00,891,Indiranagar,TOWER-388
CDR-618E6723,CASE-0137,+911885956157,+915527465681,2023-08-12T19:25:00,3112,Gurgaon Sector 29,TOWER-587
CDR-5A54B19E,CASE-0330,+919529336477,+915292566395,2023-07-28T09:54:00,2755,Karol Bagh,TOWER-941
CDR-897E7798,CASE-0340,+913889112288,+911284964247,2023-08-11T03:34:00,3221,Noida Sector 18,TOWER-698
CDR-4ADD7ADE,CASE-0098,+910753540823,+911885956157,2023-01-01T21:06:00,3085,Vasant Kunj,TOWER-558
CDR-20B3EC5A,CASE-0424,+915925545177,+917887957182,2023-05-29T03:48:00,660,Andheri West,TOWER-570
CDR-A07C3F1D,CASE-0374,+914206370446,+911714926581,2023-10-02T01:59:00,988,Bandra Kurla Complex,TOWER-481
CDR-B01FCE83,CASE-0045,+915246977904,+911263536358,2023-06-08T16:31:00,2409,Indiranagar,TOWER-875
CDR-1E14A9E1,CASE-0076,+918868199129,+911691742276,2023-01-13T02:40:00,2127,Jubilee Hills,TOWER-637
CDR-9F59A981,CASE-0355,+916532130749,+915849221015,2023-03-31T20:11:00,55,Andheri West,TOWER-417
CDR-638AFF49,CASE-0457,+912307915163,+913096975878,2023-09-12T10:30:00,3022,Vasant Kunj,TOWER-534
CDR-AF542CF7,CASE-0124,+919382751873,+918665911463,2023-10-13T05:22:00,1908,Secunderabad Railway Station,TOWER-623
CDR-DDA49051,CASE-0199,+910854897643,+913067347550,2023-04-17T10:36:00,688,Connaught Place,TOWER-168
CDR-6141817F,CASE-0351,+914798758086,+911106597858,2023-04-21T14:16:00,2704,Noida Sector 18,TOWER-903
CDR-3EDC58D3,CASE-0353,+915527465681,+918545155824,2023-06-20T23:14:00,3113,Gachibowli,TOWER-231
CDR-C1C76704,CASE-0479,+911944555315,+912923934180,2023-04-04T10:23:00,808,Vasant Kunj,TOWER-288
CDR-C1ED1DFB,CASE-0052,+916866149630,+915250785313,2023-07-04T19:30:00,37,Jubilee Hills,TOWER-171
CDR-52BC78EC,CASE-0276,+917900138637,+915797864650,2023-02-08T05:53:00,1061,Indiranagar,TOWER-846
CDR-E63FFE8B,CASE-0135,+911428337046,+913661276261,2023-04-21T09:55:00,97,Bandra Kurla Complex,TOWER-333
CDR-C3189916,CASE-0274,+911634369234,+911582377340,2023-03-05T01:45:00,3231,Secunderabad Railway Station,TOWER-490
CDR-8DAFC441,CASE-0461,+919816710603,+910931329223,2023-08-15T19:42:00,2005,New Town,TOWER-497
CDR-A5293F28,CASE-0078,+910539363533,+917115920022,2023-07-29T17:34:00,3233,T Nagar,TOWER-112
CDR-25A5938E,CASE-0468,+913975433895,+914130238863,2023-08-20T14:57:00,2101,Vasant Kunj,TOWER-625
CDR-032BBBE9,CASE-0332,+912320285188,+910053856914,2023-07-01T12:45:00,2066,Karol Bagh,TOWER-653
CDR-D7748D9D,CASE-0264,+914359315208,+915920116378,2023-06-20T10:23:00,303,Viman Nagar,TOWER-583
CDR-240A85D1,CASE-0261,+912440682429,+917591790849,2023-08-07T17:31:00,2905,T Nagar,TOWER-386
CDR-5ACA88E0,CASE-0052,+916866149630,+916953526582,2023-04-18T21:00:00,118,Gachibowli,TOWER-823
CDR-DCD626E3,CASE-0299,+911333449934,+917908037493,2023-06-01T04:02:00,2864,New Town,TOWER-534
CDR-53A4BD39,CASE-0388,+912875280113,+912875280113,2023-10-03T13:46:00,593,Hinjewadi,TOWER-997
CDR-55A4CD0E,CASE-0106,+915241522476,+919769333160,2023-03-03T21:50:00,1877,Koramangala,TOWER-485
CDR-A06A127D,CASE-0133,+915920116378,+911782032348,2023-02-24T18:33:00,711,Indiranagar,TOWER-574
CDR-6DCA056C,CASE-0043,+915275213255,+919006776128,2023-01-13T13:19:00,3408,Gachibowli,TOWER-584
CDR-839E334B,CASE-0134,+914877758705,+917957917063,2023-06-14T22:45:00,1492,Hinjewadi,TOWER-392
CDR-51DB3D08,CASE-0162,+916575327550,+911885956157,2023-04-19T17:27:00,824,Noida Sector 18,TOWER-941
CDR-537D4CED,CASE-0402,+918742614667,+918176786423,2023-10-03T14:30:00,1642,Jubilee Hills,TOWER-198
CDR-6FDADA31,CASE-0348,+911218987189,+911770216341,2023-08-12T13:40:00,1391,Vasant Kunj,TOWER-869
CDR-80892379,CASE-0306,+914271636761,+915559251018,2023-02-04T14:37:00,710,Jubilee Hills,TOWER-908
CDR-66DFA5A7,CASE-0074,+912094545190,+916072905982,2023-03-13T11:28:00,558,Bandra Kurla Complex,TOWER-917
CDR-1599B48D,CASE-0100,+917768792176,+915419860397,2023-03-14T02:16:00,1905,Gurgaon Sector 29,TOWER-564
CDR-B7555966,CASE-0165,+917290393874,+911457180976,2023-06-04T20:52:00,1593,Gurgaon Sector 29,TOWER-734
CDR-F930EAB3,CASE-0367,+910860263703,+912980521450,2023-02-04T16:34:00,1144,Salt Lake City,TOWER-528
CDR-9CDD7453,CASE-0449,+914813120521,+915642929047,2023-05-26T13:27:00,118,Andheri West,TOWER-970
CDR-85B29D5E,CASE-0400,+912541217249,+910800679826,2023-03-14T00:04:00,2471,Noida Sector 18,TOWER-852
CDR-7C128A19,CASE-0339,+911605063231,+915449832490,2023-09-08T07:42:00,2962,Noida Sector 18,TOWER-147
CDR-CA3EDD0D,CASE-0211,+910698096181,+915140721957,2023-03-16T20:24:00,916,Jubilee Hills,TOWER-696
CDR-87BC67DC,CASE-0336,+912616913585,+911478558143,2023-02-13T08:31:00,1449,Viman Nagar,TOWER-188
CDR-AD8D58C3,CASE-0301,+914689928547,+913237887620,2023-06-10T18:19:00,3086,Vasant Kunj,TOWER-721
CDR-17FDAA66,CASE-0191,+915148982381,+911083593127,2023-06-15T02:01:00,2661,Noida Sector 18,TOWER-723
CDR-CF5E7C6F,CASE-0007,+910290034167,+910627472204,2023-08-20T19:30:00,597,Karol Bagh,TOWER-450
CDR-CC7C77EF,CASE-0441,+918797573856,+911099079634,2023-02-03T11:58:00,3317,Gachibowli,TOWER-220
CDR-1A6BA857,CASE-0067,+914074236407,+914421722808,2023-03-14T16:07:00,3197,Connaught Place,TOWER-934
CDR-71EFDDE5,CASE-0479,+911944555315,+918745556820,2023-07-28T11:20:00,2264,Secunderabad Railway Station,TOWER-287
CDR-3A8E3EE8,CASE-0163,+913084772999,+912666331174,2023-10-26T20:48:00,2672,Secunderabad Railway Station,TOWER-546
CDR-EF3C13D8,CASE-0100,+916010922190,+910773991743,2023-10-19T07:16:00,263,Viman Nagar,TOWER-126
CDR-FF06A7B5,CASE-0389,+918741001772,+913477622299,2023-10-13T09:05:00,1348,Koramangala,TOWER-374
CDR-F0D0E602,CASE-0347,+916365865234,+915527465681,2023-01-21T05:29:00,1759,Koramangala,TOWER-789
CDR-A8CD177A,CASE-0474,+914899891594,+917978728392,2023-06-27T15:56:00,142,Karol Bagh,TOWER-496
CDR-4128A819,CASE-0006,+915735742068,+917290393874,2023-10-15T10:23:00,2598,Indiranagar,TOWER-944
CDR-07416AE9,CASE-0388,+916752331425,+919770148805,2023-07-08T00:38:00,690,Koramangala,TOWER-498
CDR-7F6542A9,CASE-0471,+917060340842,+915711763803,2023-04-27T00:26:00,2219,Karol Bagh,TOWER-721
CDR-B1088076,CASE-0067,+914074236407,+918134130492,2023-08-18T03:29:00,317,Anna Nagar,TOWER-483
CDR-AA27BC5B,CASE-0473,+919613352549,+911502910444,2023-02-04T23:21:00,816,Koramangala,TOWER-514
CDR-3E718D75,CASE-0495,+918788688004,+910692670797,2023-05-13T19:37:00,2847,Connaught Place,TOWER-546
CDR-0D6BAFC1,CASE-0392,+916591365609,+910753540823,2023-02-15T15:29:00,963,Indiranagar,TOWER-802
CDR-966D5BDD,CASE-0045,+915246977904,+918709882323,2023-05-19T05:19:00,1132,Bandra Kurla Complex,TOWER-898
CDR-7E6E99D3,CASE-0435,+916209181900,+913547280012,2023-06-21T18:12:00,2133,Hinjewadi,TOWER-177
CDR-AB0073C4,CASE-0002,+918913096158,+919530833042,2023-07-16T03:14:00,1486,Salt Lake City,TOWER-898
CDR-22B8390A,CASE-0009,+919743316415,+914364794970,2023-08-26T06:56:00,3577,Anna Nagar,TOWER-703
CDR-A67E3DF1,CASE-0115,+910194795271,+910134604279,2023-06-29T18:18:00,2221,Indiranagar,TOWER-389
CDR-439B72AD,CASE-0291,+914038690928,+916770724706,2023-09-09T06:07:00,2037,Vasant Kunj,TOWER-353
CDR-84AD39D4,CASE-0114,+914271636761,+910753540823,2023-09-04T10:54:00,2392,Noida Sector 18,TOWER-748
CDR-D127C675,CASE-0164,+915527465681,+915527465681,2023-01-30T00:43:00,116,Secunderabad Railway Station,TOWER-788
CDR-5C10208A,CASE-0412,+917092126831,+919969333974,2023-07-24T11:41:00,2175,Gurgaon Sector 29,TOWER-469
CDR-FC4435A1,CASE-0135,+919040880869,+917066007169,2023-02-22T05:54:00,1092,Viman Nagar,TOWER-597
CDR-EB774836,CASE-0369,+913718122167,+913050374613,2023-01-29T02:06:00,725,Viman Nagar,TOWER-297
CDR-10D083D4,CASE-0103,+912749757820,+918766562854,2023-02-01T04:00:00,1440,Anna Nagar,TOWER-600
CDR-802FD427,CASE-0135,+917562572323,+911473337497,2023-04-26T04:08:00,1481,Gurgaon Sector 29,TOWER-260
CDR-CABC9ECA,CASE-0251,+918545155824,+910434875046,2023-08-05T04:33:00,3317,Salt Lake City,TOWER-464
CDR-D9E502B3,CASE-0413,+916401322001,+911173333320,2023-05-31T19:58:00,2046,Hinjewadi,TOWER-160
CDR-B418CED5,CASE-0345,+913959242609,+914651419724,2023-01-10T06:55:00,309,Hinjewadi,TOWER-845
CDR-E890EEA9,CASE-0345,+919244640782,+918952742240,2023-06-12T23:59:00,251,Secunderabad Railway Station,TOWER-631
CDR-4A455AC6,CASE-0300,+916536647347,+911219423825,2023-06-22T05:11:00,2217,Karol Bagh,TOWER-391
CDR-5B98BAFA,CASE-0100,+917416448940,+918656249506,2023-10-15T14:28:00,2875,Bandra Kurla Complex,TOWER-451
