sender,receiver,amount,upi,timestamp,transaction_id,case_id
510000692774,510000678490,16062.00,kavya.0191@paytm,2026-04-07T11:38:00.000Z,TXN-0012599,FIR-2026-0599
510000710629,510000696345,23981.00,pooja.0196@ybl,2026-04-07T11:49:00.000Z,TXN-0012600,FIR-2026-0600
510000000000,510000003571,31900.00,aditi.0002@okaxis,2026-04-07T12:00:00.000Z,TXN-0012601,FIR-2026-0601
510000017855,510000021426,39819.00,divya.0007@oksbi,2026-04-07T12:11:00.000Z,TXN-0012602,FIR-2026-0602
510000035710,510000039281,47738.00,manoj.0012@upi,2026-04-07T12:22:00.000Z,TXN-0012603,FIR-2026-0603
510000053565,510000057136,555657.00,pranav.0017@paytm,2026-04-07T12:33:00.000Z,TXN-0012604,FIR-2026-0604
510000071420,510000074991,63576.00,riya.0022@ybl,2026-04-07T12:44:00.000Z,TXN-0012605,FIR-2026-0605
510000089275,510000092846,71495.00,suresh.0027@okicici,2026-04-07T12:55:00.000Z,TXN-0012606,FIR-2026-0606
510000107130,510000110701,79414.00,aditi.0032@okaxis,2026-04-07T13:06:00.000Z,TXN-0012607,FIR-2026-0607
510000124985,510000128556,87333.00,divya.0037@oksbi,2026-04-07T13:17:00.000Z,TXN-0012608,FIR-2026-0608
510000142840,510000146411,95252.00,manoj.0042@upi,2026-04-07T13:28:00.000Z,TXN-0012609,FIR-2026-0609
510000160695,510000164266,103171.00,pranav.0047@paytm,2026-04-07T13:39:00.000Z,TXN-0012610,FIR-2026-0610
510000178550,510000182121,111090.00,riya.0052@ybl,2026-04-07T13:50:00.000Z,TXN-0012611,FIR-2026-0611
510000196405,510000199976,119009.00,suresh.0057@okicici,2026-04-07T14:01:00.000Z,TXN-0012612,FIR-2026-0612
510000214260,510000217831,126928.00,aditi.0062@okaxis,2026-04-07T14:12:00.000Z,TXN-0012613,FIR-2026-0613
510000232115,510000235686,134847.00,divya.0067@oksbi,2026-04-07T14:23:00.000Z,TXN-0012614,FIR-2026-0614
510000249970,510000253541,142766.00,manoj.0072@upi,2026-04-07T14:34:00.000Z,TXN-0012615,FIR-2026-0615
510000267825,510000271396,150685.00,pranav.0077@paytm,2026-04-07T14:45:00.000Z,TXN-0012616,FIR-2026-0616
510000285680,510000289251,158604.00,riya.0082@ybl,2026-04-07T14:56:00.000Z,TXN-0012617,FIR-2026-0617
510000303535,510000307106,166523.00,suresh.0087@okicici,2026-04-07T15:07:00.000Z,TXN-0012618,FIR-2026-0618
510000321390,510000324961,174442.00,aditi.0092@okaxis,2026-04-07T15:18:00.000Z,TXN-0012619,FIR-2026-0619
510000339245,510000342816,182361.00,divya.0097@oksbi,2026-04-07T15:29:00.000Z,TXN-0012620,FIR-2026-0620
510000357100,510000360671,190280.00,manoj.0102@upi,2026-04-07T15:40:00.000Z,TXN-0012621,FIR-2026-0621
510000374955,510000378526,198199.00,pranav.0107@paytm,2026-04-07T15:51:00.000Z,TXN-0012622,FIR-2026-0622
510000392810,510000396381,206118.00,riya.0112@ybl,2026-04-07T16:02:00.000Z,TXN-0012623,FIR-2026-0623
510000410665,510000414236,214037.00,suresh.0117@okicici,2026-04-07T16:13:00.000Z,TXN-0012624,FIR-2026-0624
510000428520,510000432091,221956.00,aditi.0122@okaxis,2026-04-07T16:24:00.000Z,TXN-0012625,FIR-2026-0625
510000446375,510000449946,229875.00,divya.0127@oksbi,2026-04-07T16:35:00.000Z,TXN-0012626,FIR-2026-0626
510000464230,510000467801,237794.00,manoj.0132@upi,2026-04-07T16:46:00.000Z,TXN-0012627,FIR-2026-0627
510000482085,510000485656,245713.00,pranav.0137@paytm,2026-04-07T16:57:00.000Z,TXN-0012628,FIR-2026-0628
510000499940,510000503511,253632.00,riya.0142@ybl,2026-04-07T17:08:00.000Z,TXN-0012629,FIR-2026-0629
510000517795,510000521366,261551.00,suresh.0147@okicici,2026-04-07T17:19:00.000Z,TXN-0012630,FIR-2026-0630
510000535650,510000539221,269470.00,aditi.0152@okaxis,2026-04-07T17:30:00.000Z,TXN-0012631,FIR-2026-0631
510000553505,510000557076,277389.00,divya.0157@oksbi,2026-04-07T17:41:00.000Z,TXN-0012632,FIR-2026-0632
510000571360,510000574931,285308.00,manoj.0162@upi,2026-04-07T17:52:00.000Z,TXN-0012633,FIR-2026-0633
510000589215,510000592786,293227.00,pranav.0167@paytm,2026-04-07T18:03:00.000Z,TXN-0012634,FIR-2026-0634
510000607070,510000610641,301146.00,riya.0172@ybl,2026-04-07T18:14:00.000Z,TXN-0012635,FIR-2026-0635
510000624925,510000628496,309065.00,suresh.0177@okicici,2026-04-07T18:25:00.000Z,TXN-0012636,FIR-2026-0636
510000642780,510000646351,316984.00,aditi.0182@okaxis,2026-04-07T18:36:00.000Z,TXN-0012637,FIR-2026-0637
510000660635,510000664206,324903.00,divya.0187@oksbi,2026-04-07T18:47:00.000Z,TXN-0012638,FIR-2026-0638
510000678490,510000682061,332822.00,manoj.0192@upi,2026-04-07T18:58:00.000Z,TXN-0012639,FIR-2026-0639
510000696345,510000699916,340741.00,pranav.0197@paytm,2026-04-07T19:09:00.000Z,TXN-0012640,FIR-2026-0640
510000003571,510000007142,348660.00,akash.0003@okicici,2026-04-07T19:20:00.000Z,TXN-0012641,FIR-2026-0641
510000021426,510000024997,356579.00,farhan.0008@okaxis,2026-04-07T19:31:00.000Z,TXN-0012642,FIR-2026-0642
510000039281,510000042852,364498.00,meera.0013@oksbi,2026-04-07T19:42:00.000Z,TXN-0012643,FIR-2026-0643
510000057136,510000060707,872417.00,priya.0018@upi,2026-04-07T19:53:00.000Z,TXN-0012644,FIR-2026-0644
510000074991,510000078562,380336.00,rohan.0023@paytm,2026-04-07T20:04:00.000Z,TXN-0012645,FIR-2026-0645
510000092846,510000096417,388255.00,tanvi.0028@ybl,2026-04-07T20:15:00.000Z,TXN-0012646,FIR-2026-0646
510000110701,510000114272,396174.00,akash.0033@okicici,2026-04-07T20:26:00.000Z,TXN-0012647,FIR-2026-0647
510000128556,510000132127,404093.00,farhan.0038@okaxis,2026-04-07T20:37:00.000Z,TXN-0012648,FIR-2026-0648
510000146411,510000149982,412012.00,meera.0043@oksbi,2026-04-07T20:48:00.000Z,TXN-0012649,FIR-2026-0649
510000164266,510000167837,419931.00,priya.0048@upi,2026-04-07T20:59:00.000Z,TXN-0012650,FIR-2026-0650
510000182121,510000185692,427850.00,rohan.0053@paytm,2026-04-07T21:10:00.000Z,TXN-0012651,FIR-2026-0651
510000199976,510000203547,435769.00,tanvi.0058@ybl,2026-04-07T21:21:00.000Z,TXN-0012652,FIR-2026-0652
510000217831,510000221402,443688.00,akash.0063@okicici,2026-04-07T21:32:00.000Z,TXN-0012653,FIR-2026-0653
510000235686,510000239257,451607.00,farhan.0068@okaxis,2026-04-07T21:43:00.000Z,TXN-0012654,FIR-2026-0654
510000253541,510000257112,459526.00,meera.0073@oksbi,2026-04-07T21:54:00.000Z,TXN-0012655,FIR-2026-0655
510000271396,510000274967,467445.00,priya.0078@upi,2026-04-07T22:05:00.000Z,TXN-0012656,FIR-2026-0656
510000289251,510000292822,475364.00,rohan.0083@paytm,2026-04-07T22:16:00.000Z,TXN-0012657,FIR-2026-0657
510000307106,510000310677,8283.00,tanvi.0088@ybl,2026-04-07T22:27:00.000Z,TXN-0012658,FIR-2026-0658
510000324961,510000328532,16202.00,akash.0093@okicici,2026-04-07T22:38:00.000Z,TXN-0012659,FIR-2026-0659
510000342816,510000346387,24121.00,farhan.0098@okaxis,2026-04-07T22:49:00.000Z,TXN-0012660,FIR-2026-0660
510000360671,510000364242,32040.00,meera.0103@oksbi,2026-04-07T23:00:00.000Z,TXN-0012661,FIR-2026-0661
510000378526,510000382097,39959.00,priya.0108@upi,2026-04-07T23:11:00.000Z,TXN-0012662,FIR-2026-0662
510000396381,510000399952,47878.00,rohan.0113@paytm,2026-04-07T23:22:00.000Z,TXN-0012663,FIR-2026-0663
510000414236,510000417807,55797.00,tanvi.0118@ybl,2026-04-07T23:33:00.000Z,TXN-0012664,FIR-2026-0664
510000432091,510000435662,63716.00,akash.0123@okicici,2026-04-07T23:44:00.000Z,TXN-0012665,FIR-2026-0665
510000449946,510000453517,71635.00,farhan.0128@okaxis,2026-04-07T23:55:00.000Z,TXN-0012666,FIR-2026-0666
510000467801,510000471372,79554.00,meera.0133@oksbi,2026-04-08T00:06:00.000Z,TXN-0012667,FIR-2026-0667
510000485656,510000489227,87473.00,priya.0138@upi,2026-04-08T00:17:00.000Z,TXN-0012668,FIR-2026-0668
510000503511,510000507082,95392.00,rohan.0143@paytm,2026-04-08T00:28:00.000Z,TXN-0012669,FIR-2026-0669
510000521366,510000524937,103311.00,tanvi.0148@ybl,2026-04-08T00:39:00.000Z,TXN-0012670,FIR-2026-0670
510000539221,510000542792,111230.00,akash.0153@okicici,2026-04-08T00:50:00.000Z,TXN-0012671,FIR-2026-0671
510000557076,510000560647,119149.00,farhan.0158@okaxis,2026-04-08T01:01:00.000Z,TXN-0012672,FIR-2026-0672
510000574931,510000578502,127068.00,meera.0163@oksbi,2026-04-08T01:12:00.000Z,TXN-0012673,FIR-2026-0673
510000592786,510000596357,134987.00,priya.0168@upi,2026-04-08T01:23:00.000Z,TXN-0012674,FIR-2026-0674
510000610641,510000614212,142906.00,rohan.0173@paytm,2026-04-08T01:34:00.000Z,TXN-0012675,FIR-2026-0675
510000628496,510000632067,150825.00,tanvi.0178@ybl,2026-04-08T01:45:00.000Z,TXN-0012676,FIR-2026-0676
510000646351,510000649922,158744.00,akash.0183@okicici,2026-04-08T01:56:00.000Z,TXN-0012677,FIR-2026-0677
510000664206,510000667777,166663.00,farhan.0188@okaxis,2026-04-08T02:07:00.000Z,TXN-0012678,FIR-2026-0678
510000682061,510000685632,174582.00,meera.0193@oksbi,2026-04-08T02:18:00.000Z,TXN-0012679,FIR-2026-0679
510000699916,510000703487,182501.00,priya.0198@upi,2026-04-08T02:29:00.000Z,TXN-0012680,FIR-2026-0680
510000007142,510000010713,190420.00,ananya.0004@ybl,2026-04-08T02:40:00.000Z,TXN-0012681,FIR-2026-0681
510000024997,510000028568,198339.00,ishita.0009@okicici,2026-04-08T02:51:00.000Z,TXN-0012682,FIR-2026-0682
510000042852,510000046423,206258.00,neha.0014@okaxis,2026-04-08T03:02:00.000Z,TXN-0012683,FIR-2026-0683
510000060707,510000064278,714177.00,rahul.0019@oksbi,2026-04-08T03:13:00.000Z,TXN-0012684,FIR-2026-0684
510000078562,510000082133,222096.00,sameer.0024@upi,2026-04-08T03:24:00.000Z,TXN-0012685,FIR-2026-0685
510000096417,510000099988,230015.00,varun.0029@paytm,2026-04-08T03:35:00.000Z,TXN-0012686,FIR-2026-0686
510000114272,510000117843,237934.00,ananya.0034@ybl,2026-04-08T03:46:00.000Z,TXN-0012687,FIR-2026-0687
510000132127,510000135698,245853.00,ishita.0039@okicici,2026-04-08T03:57:00.000Z,TXN-0012688,FIR-2026-0688
510000149982,510000153553,253772.00,neha.0044@okaxis,2026-04-08T04:08:00.000Z,TXN-0012689,FIR-2026-0689
510000167837,510000171408,261691.00,rahul.0049@oksbi,2026-04-08T04:19:00.000Z,TXN-0012690,FIR-2026-0690
510000185692,510000189263,269610.00,sameer.0054@upi,2026-04-08T04:30:00.000Z,TXN-0012691,FIR-2026-0691
510000203547,510000207118,277529.00,varun.0059@paytm,2026-04-08T04:41:00.000Z,TXN-0012692,FIR-2026-0692
510000221402,510000224973,285448.00,ananya.0064@ybl,2026-04-08T04:52:00.000Z,TXN-0012693,FIR-2026-0693
510000239257,510000242828,293367.00,ishita.0069@okicici,2026-04-08T05:03:00.000Z,TXN-0012694,FIR-2026-0694
510000257112,510000260683,301286.00,neha.0074@okaxis,2026-04-08T05:14:00.000Z,TXN-0012695,FIR-2026-0695
510000274967,510000278538,309205.00,rahul.0079@oksbi,2026-04-08T05:25:00.000Z,TXN-0012696,FIR-2026-0696
510000292822,510000296393,317124.00,sameer.0084@upi,2026-04-08T05:36:00.000Z,TXN-0012697,FIR-2026-0697
510000310677,510000314248,325043.00,varun.0089@paytm,2026-04-08T05:47:00.000Z,TXN-0012698,FIR-2026-0698
510000328532,510000332103,332962.00,ananya.0094@ybl,2026-04-08T05:58:00.000Z,TXN-0012699,FIR-2026-0699
510000346387,510000349958,340881.00,ishita.0099@okicici,2026-04-08T06:09:00.000Z,TXN-0012700,FIR-2026-0700
510000364242,510000367813,348800.00,neha.0104@okaxis,2026-04-08T06:20:00.000Z,TXN-0012701,FIR-2026-0701
510000382097,510000385668,356719.00,rahul.0109@oksbi,2026-04-08T06:31:00.000Z,TXN-0012702,FIR-2026-0702
510000399952,510000403523,364638.00,sameer.0114@upi,2026-04-08T06:42:00.000Z,TXN-0012703,FIR-2026-0703
510000417807,510000421378,372557.00,varun.0119@paytm,2026-04-08T06:53:00.000Z,TXN-0012704,FIR-2026-0704
510000435662,510000439233,380476.00,ananya.0124@ybl,2026-04-08T07:04:00.000Z,TXN-0012705,FIR-2026-0705
510000453517,510000457088,388395.00,ishita.0129@okicici,2026-04-08T07:15:00.000Z,TXN-0012706,FIR-2026-0706
510000471372,510000474943,396314.00,neha.0134@okaxis,2026-04-08T07:26:00.000Z,TXN-0012707,FIR-2026-0707
510000489227,510000492798,404233.00,rahul.0139@oksbi,2026-04-08T07:37:00.000Z,TXN-0012708,FIR-2026-0708
510000507082,510000510653,412152.00,sameer.0144@upi,2026-04-08T07:48:00.000Z,TXN-0012709,FIR-2026-0709
510000524937,510000528508,420071.00,varun.0149@paytm,2026-04-08T07:59:00.000Z,TXN-0012710,FIR-2026-0710
510000542792,510000546363,427990.00,ananya.0154@ybl,2026-04-08T08:10:00.000Z,TXN-0012711,FIR-2026-0711
510000560647,510000564218,435909.00,ishita.0159@okicici,2026-04-08T08:21:00.000Z,TXN-0012712,FIR-2026-0712
510000578502,510000582073,443828.00,neha.0164@okaxis,2026-04-08T08:32:00.000Z,TXN-0012713,FIR-2026-0713
510000596357,510000599928,451747.00,rahul.0169@oksbi,2026-04-08T08:43:00.000Z,TXN-0012714,FIR-2026-0714
510000614212,510000617783,459666.00,sameer.0174@upi,2026-04-08T08:54:00.000Z,TXN-0012715,FIR-2026-0715
510000632067,510000635638,467585.00,varun.0179@paytm,2026-04-08T09:05:00.000Z,TXN-0012716,FIR-2026-0716
510000649922,510000653493,475504.00,ananya.0184@ybl,2026-04-08T09:16:00.000Z,TXN-0012717,FIR-2026-0717
510000667777,510000671348,8423.00,ishita.0189@okicici,2026-04-08T09:27:00.000Z,TXN-0012718,FIR-2026-0718
510000685632,510000689203,16342.00,neha.0194@okaxis,2026-04-08T09:38:00.000Z,TXN-0012719,FIR-2026-0719
510000703487,510000707058,24261.00,rahul.0199@oksbi,2026-04-08T09:49:00.000Z,TXN-0012720,FIR-2026-0720
510000010713,510000014284,32180.00,arjun.0005@paytm,2026-04-08T10:00:00.000Z,TXN-0012721,FIR-2026-0721
510000028568,510000032139,40099.00,kabir.0010@ybl,2026-04-08T10:11:00.000Z,TXN-0012722,FIR-2026-0722
510000046423,510000049994,48018.00,nikhil.0015@okicici,2026-04-08T10:22:00.000Z,TXN-0012723,FIR-2026-0723
510000064278,510000067849,555937.00,rajesh.0020@okaxis,2026-04-08T10:33:00.000Z,TXN-0012724,FIR-2026-0724
510000082133,510000085704,63856.00,sanjay.0025@oksbi,2026-04-08T10:44:00.000Z,TXN-0012725,FIR-2026-0725
510000099988,510000103559,71775.00,vikram.0030@upi,2026-04-08T10:55:00.000Z,TXN-0012726,FIR-2026-0726
510000117843,510000121414,79694.00,arjun.0035@paytm,2026-04-08T11:06:00.000Z,TXN-0012727,FIR-2026-0727
510000135698,510000139269,87613.00,kabir.0040@ybl,2026-04-08T11:17:00.000Z,TXN-0012728,FIR-2026-0728
510000153553,510000157124,95532.00,nikhil.0045@okicici,2026-04-08T11:28:00.000Z,TXN-0012729,FIR-2026-0729
510000171408,510000174979,103451.00,rajesh.0050@okaxis,2026-04-08T11:39:00.000Z,TXN-0012730,FIR-2026-0730
510000189263,510000192834,111370.00,sanjay.0055@oksbi,2026-04-08T11:50:00.000Z,TXN-0012731,FIR-2026-0731
510000207118,510000210689,119289.00,vikram.0060@upi,2026-04-08T12:01:00.000Z,TXN-0012732,FIR-2026-0732
510000224973,510000228544,127208.00,arjun.0065@paytm,2026-04-08T12:12:00.000Z,TXN-0012733,FIR-2026-0733
510000242828,510000246399,135127.00,kabir.0070@ybl,2026-04-08T12:23:00.000Z,TXN-0012734,FIR-2026-0734
510000260683,510000264254,143046.00,nikhil.0075@okicici,2026-04-08T12:34:00.000Z,TXN-0012735,FIR-2026-0735
510000278538,510000282109,150965.00,rajesh.0080@okaxis,2026-04-08T12:45:00.000Z,TXN-0012736,FIR-2026-0736
510000296393,510000299964,158884.00,sanjay.0085@oksbi,2026-04-08T12:56:00.000Z,TXN-0012737,FIR-2026-0737
510000314248,510000317819,166803.00,vikram.0090@upi,2026-04-08T13:07:00.000Z,TXN-0012738,FIR-2026-0738
510000332103,510000335674,174722.00,arjun.0095@paytm,2026-04-08T13:18:00.000Z,TXN-0012739,FIR-2026-0739
510000349958,510000353529,182641.00,kabir.0100@ybl,2026-04-08T13:29:00.000Z,TXN-0012740,FIR-2026-0740
510000367813,510000371384,190560.00,nikhil.0105@okicici,2026-04-08T13:40:00.000Z,TXN-0012741,FIR-2026-0741
510000385668,510000389239,198479.00,rajesh.0110@okaxis,2026-04-08T13:51:00.000Z,TXN-0012742,FIR-2026-0742
510000403523,510000407094,206398.00,sanjay.0115@oksbi,2026-04-08T14:02:00.000Z,TXN-0012743,FIR-2026-0743
510000421378,510000424949,214317.00,vikram.0120@upi,2026-04-08T14:13:00.000Z,TXN-0012744,FIR-2026-0744
510000439233,510000442804,222236.00,arjun.0125@paytm,2026-04-08T14:24:00.000Z,TXN-0012745,FIR-2026-0745
510000457088,510000460659,230155.00,kabir.0130@ybl,2026-04-08T14:35:00.000Z,TXN-0012746,FIR-2026-0746
510000474943,510000478514,238074.00,nikhil.0135@okicici,2026-04-08T14:46:00.000Z,TXN-0012747,FIR-2026-0747
510000492798,510000496369,245993.00,rajesh.0140@okaxis,2026-04-08T14:57:00.000Z,TXN-0012748,FIR-2026-0748
510000510653,510000514224,253912.00,sanjay.0145@oksbi,2026-04-08T15:08:00.000Z,TXN-0012749,FIR-2026-0749
510000528508,510000532079,261831.00,vikram.0150@upi,2026-04-08T15:19:00.000Z,TXN-0012750,FIR-2026-0750
510000546363,510000549934,269750.00,arjun.0155@paytm,2026-04-08T15:30:00.000Z,TXN-0012751,FIR-2026-0751
510000564218,510000567789,277669.00,kabir.0160@ybl,2026-04-08T15:41:00.000Z,TXN-0012752,FIR-2026-0752
510000582073,510000585644,285588.00,nikhil.0165@okicici,2026-04-08T15:52:00.000Z,TXN-0012753,FIR-2026-0753
510000599928,510000603499,293507.00,rajesh.0170@okaxis,2026-04-08T16:03:00.000Z,TXN-0012754,FIR-2026-0754
510000617783,510000621354,301426.00,sanjay.0175@oksbi,2026-04-08T16:14:00.000Z,TXN-0012755,FIR-2026-0755
510000635638,510000639209,309345.00,vikram.0180@upi,2026-04-08T16:25:00.000Z,TXN-0012756,FIR-2026-0756
510000653493,510000657064,317264.00,arjun.0185@paytm,2026-04-08T16:36:00.000Z,TXN-0012757,FIR-2026-0757
510000671348,510000674919,325183.00,kabir.0190@ybl,2026-04-08T16:47:00.000Z,TXN-0012758,FIR-2026-0758
510000689203,510000692774,333102.00,nikhil.0195@okicici,2026-04-08T16:58:00.000Z,TXN-0012759,FIR-2026-0759
510000707058,510000710629,341021.00,rajesh.0200@okaxis,2026-04-08T17:09:00.000Z,TXN-0012760,FIR-2026-0760
510000014284,510000000000,348940.00,aarav.0001@oksbi,2026-04-08T17:20:00.000Z,TXN-0012761,FIR-2026-0761
510000032139,510000017855,356859.00,deepak.0006@upi,2026-04-08T17:31:00.000Z,TXN-0012762,FIR-2026-0762
510000049994,510000035710,364778.00,kavya.0011@paytm,2026-04-08T17:42:00.000Z,TXN-0012763,FIR-2026-0763
510000067849,510000053565,872697.00,pooja.0016@ybl,2026-04-08T17:53:00.000Z,TXN-0012764,FIR-2026-0764
510000085704,510000071420,380616.00,rakesh.0021@okicici,2026-04-08T18:04:00.000Z,TXN-0012765,FIR-2026-0765
510000103559,510000089275,388535.00,shreya.0026@okaxis,2026-04-08T18:15:00.000Z,TXN-0012766,FIR-2026-0766
510000121414,510000107130,396454.00,aarav.0031@oksbi,2026-04-08T18:26:00.000Z,TXN-0012767,FIR-2026-0767
510000139269,510000124985,404373.00,deepak.0036@upi,2026-04-08T18:37:00.000Z,TXN-0012768,FIR-2026-0768
510000157124,510000142840,412292.00,kavya.0041@paytm,2026-04-08T18:48:00.000Z,TXN-0012769,FIR-2026-0769
510000174979,510000160695,420211.00,pooja.0046@ybl,2026-04-08T18:59:00.000Z,TXN-0012770,FIR-2026-0770
510000192834,510000178550,428130.00,rakesh.0051@okicici,2026-04-08T19:10:00.000Z,TXN-0012771,FIR-2026-0771
510000210689,510000196405,436049.00,shreya.0056@okaxis,2026-04-08T19:21:00.000Z,TXN-0012772,FIR-2026-0772
510000228544,510000214260,443968.00,aarav.0061@oksbi,2026-04-08T19:32:00.000Z,TXN-0012773,FIR-2026-0773
510000246399,510000232115,451887.00,deepak.0066@upi,2026-04-08T19:43:00.000Z,TXN-0012774,FIR-2026-0774
510000264254,510000249970,459806.00,kavya.0071@paytm,2026-04-08T19:54:00.000Z,TXN-0012775,FIR-2026-0775
510000282109,510000267825,467725.00,pooja.0076@ybl,2026-04-08T20:05:00.000Z,TXN-0012776,FIR-2026-0776
510000299964,510000285680,475644.00,rakesh.0081@okicici,2026-04-08T20:16:00.000Z,TXN-0012777,FIR-2026-0777
510000317819,510000303535,8563.00,shreya.0086@okaxis,2026-04-08T20:27:00.000Z,TXN-0012778,FIR-2026-0778
510000335674,510000321390,16482.00,aarav.0091@oksbi,2026-04-08T20:38:00.000Z,TXN-0012779,FIR-2026-0779
510000353529,510000339245,24401.00,deepak.0096@upi,2026-04-08T20:49:00.000Z,TXN-0012780,FIR-2026-0780
510000371384,510000357100,32320.00,kavya.0101@paytm,2026-04-08T21:00:00.000Z,TXN-0012781,FIR-2026-0781
510000389239,510000374955,40239.00,pooja.0106@ybl,2026-04-08T21:11:00.000Z,TXN-0012782,FIR-2026-0782
510000407094,510000392810,48158.00,rakesh.0111@okicici,2026-04-08T21:22:00.000Z,TXN-0012783,FIR-2026-0783
510000424949,510000410665,56077.00,shreya.0116@okaxis,2026-04-08T21:33:00.000Z,TXN-0012784,FIR-2026-0784
510000442804,510000428520,63996.00,aarav.0121@oksbi,2026-04-08T21:44:00.000Z,TXN-0012785,FIR-2026-0785
510000460659,510000446375,71915.00,deepak.0126@upi,2026-04-08T21:55:00.000Z,TXN-0012786,FIR-2026-0786
510000478514,510000464230,79834.00,kavya.0131@paytm,2026-04-08T22:06:00.000Z,TXN-0012787,FIR-2026-0787
510000496369,510000482085,87753.00,pooja.0136@ybl,2026-04-08T22:17:00.000Z,TXN-0012788,FIR-2026-0788
510000514224,510000499940,95672.00,rakesh.0141@okicici,2026-04-08T22:28:00.000Z,TXN-0012789,FIR-2026-0789
510000532079,510000517795,103591.00,shreya.0146@okaxis,2026-04-08T22:39:00.000Z,TXN-0012790,FIR-2026-0790
510000549934,510000535650,111510.00,aarav.0151@oksbi,2026-04-08T22:50:00.000Z,TXN-0012791,FIR-2026-0791
510000567789,510000553505,119429.00,deepak.0156@upi,2026-04-08T23:01:00.000Z,TXN-0012792,FIR-2026-0792
510000585644,510000571360,127348.00,kavya.0161@paytm,2026-04-08T23:12:00.000Z,TXN-0012793,FIR-2026-0793
510000603499,510000589215,135267.00,pooja.0166@ybl,2026-04-08T23:23:00.000Z,TXN-0012794,FIR-2026-0794
510000621354,510000607070,143186.00,rakesh.0171@okicici,2026-04-08T23:34:00.000Z,TXN-0012795,FIR-2026-0795
510000639209,510000624925,151105.00,shreya.0176@okaxis,2026-04-08T23:45:00.000Z,TXN-0012796,FIR-2026-0796
510000657064,510000642780,159024.00,aarav.0181@oksbi,2026-04-08T23:56:00.000Z,TXN-0012797,FIR-2026-0797
510000674919,510000660635,166943.00,deepak.0186@upi,2026-04-09T00:07:00.000Z,TXN-0012798,FIR-2026-0798
510000692774,510000678490,174862.00,kavya.0191@paytm,2026-04-09T00:18:00.000Z,TXN-0012799,FIR-2026-0799
510000710629,510000696345,182781.00,pooja.0196@ybl,2026-04-09T00:29:00.000Z,TXN-0012800,FIR-2026-0800
510000000000,510000003571,190700.00,aditi.0002@okaxis,2026-04-09T00:40:00.000Z,TXN-0012801,FIR-2026-0801
510000017855,510000021426,198619.00,divya.0007@oksbi,2026-04-09T00:51:00.000Z,TXN-0012802,FIR-2026-0802
510000035710,510000039281,206538.00,manoj.0012@upi,2026-04-09T01:02:00.000Z,TXN-0012803,FIR-2026-0803
510000053565,510000057136,714457.00,pranav.0017@paytm,2026-04-09T01:13:00.000Z,TXN-0012804,FIR-2026-0804
510000071420,510000074991,222376.00,riya.0022@ybl,2026-04-09T01:24:00.000Z,TXN-0012805,FIR-2026-0805
510000089275,510000092846,230295.00,suresh.0027@okicici,2026-04-09T01:35:00.000Z,TXN-0012806,FIR-2026-0806
510000107130,510000110701,238214.00,aditi.0032@okaxis,2026-04-09T01:46:00.000Z,TXN-0012807,FIR-2026-0807
510000124985,510000128556,246133.00,divya.0037@oksbi,2026-04-09T01:57:00.000Z,TXN-0012808,FIR-2026-0808
510000142840,510000146411,254052.00,manoj.0042@upi,2026-04-09T02:08:00.000Z,TXN-0012809,FIR-2026-0809
510000160695,510000164266,261971.00,pranav.0047@paytm,2026-04-09T02:19:00.000Z,TXN-0012810,FIR-2026-0810
510000178550,510000182121,269890.00,riya.0052@ybl,2026-04-09T02:30:00.000Z,TXN-0012811,FIR-2026-0811
510000196405,510000199976,277809.00,suresh.0057@okicici,2026-04-09T02:41:00.000Z,TXN-0012812,FIR-2026-0812
510000214260,510000217831,285728.00,aditi.0062@okaxis,2026-04-09T02:52:00.000Z,TXN-0012813,FIR-2026-0813
510000232115,510000235686,293647.00,divya.0067@oksbi,2026-04-09T03:03:00.000Z,TXN-0012814,FIR-2026-0814
510000249970,510000253541,301566.00,manoj.0072@upi,2026-04-09T03:14:00.000Z,TXN-0012815,FIR-2026-0815
510000267825,510000271396,309485.00,pranav.0077@paytm,2026-04-09T03:25:00.000Z,TXN-0012816,FIR-2026-0816
510000285680,510000289251,317404.00,riya.0082@ybl,2026-04-09T03:36:00.000Z,TXN-0012817,FIR-2026-0817
510000303535,510000307106,325323.00,suresh.0087@okicici,2026-04-09T03:47:00.000Z,TXN-0012818,FIR-2026-0818
510000321390,510000324961,333242.00,aditi.0092@okaxis,2026-04-09T03:58:00.000Z,TXN-0012819,FIR-2026-0819
510000339245,510000342816,341161.00,divya.0097@oksbi,2026-04-09T04:09:00.000Z,TXN-0012820,FIR-2026-0820
510000357100,510000360671,349080.00,manoj.0102@upi,2026-04-09T04:20:00.000Z,TXN-0012821,FIR-2026-0821
510000374955,510000378526,356999.00,pranav.0107@paytm,2026-04-09T04:31:00.000Z,TXN-0012822,FIR-2026-0822
510000392810,510000396381,364918.00,riya.0112@ybl,2026-04-09T04:42:00.000Z,TXN-0012823,FIR-2026-0823
510000410665,510000414236,372837.00,suresh.0117@okicici,2026-04-09T04:53:00.000Z,TXN-0012824,FIR-2026-0824
510000428520,510000432091,380756.00,aditi.0122@okaxis,2026-04-09T05:04:00.000Z,TXN-0012825,FIR-2026-0825
510000446375,510000449946,388675.00,divya.0127@oksbi,2026-04-09T05:15:00.000Z,TXN-0012826,FIR-2026-0826
